z,n,symbol,radius,unc_r,abundance,unc_a,energy_shift,energy,unc_e,ripl_shift,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay_1,decay_1_%,unc_1,decay_2,decay_2_%,unc_2,decay_3,decay_3_%,unc_3,isospin,magnetic_dipole,unc_md,electric_quadrupole,unc_eq,qbm,unc_qb,qbm_n,unc_qbmn,qa,unc_qa,qec,unc_qec,sn,unc_sn,sp,unc_sp,binding,unc_ba,atomic_mass,unc_am,massexcess,unc_me,me_systematics,discovery,ENSDFpublicationcut-off,ENSDFauthors,Extraction_date,nuclide
17,23,Cl,,,,,,0.0,,,2-,1.35,,3,m,81.0,1.8,B-,100.0,,,,,,,,,,,,,7482.0816,32.0655,-2386.9411,32.453,-9731.6896,34.6434,-4719.968,32.312,5828.9185,32.1123,11684.1178,59.3986,8427.766,0.8016,39970415.466,34.423,-27557.818,32.066,N,1956.0,30-Sep-2015,JUN CHEN,2023-10-18,40cl
17,24,Cl,,,,,,0.0,,,(1/2+),38.4,,8,s,38.4,0.8,B-,100.0,,,,,,,,,,,,,5760.318,68.7243,-338.6097,68.7235,-10736.0951,78.5045,-8298.612,68.845,7820.6912,75.8361,11758.313,68.8387,8412.9593,1.6762,40970684.525,73.777,-27307.192,68.723,N,1971.0,30-Sep-2015,C.D. Nesaraja and  E.A. McCutchan,2023-10-18,41cl
17,25,Cl,,,,,,0.0,,,(2-),6.8,,3,s,6.8,0.3,B-,100.0,,,,,,,,,,,,,9590.9082,59.8947,164.4217,59.6166,-12635.1209,93.9253,-7194.022,59.681,5595.8963,90.9777,13112.1609,59.7563,8345.8864,1.4194,41973342.0,64.0,-24831.77,59.616,N,1971.0,31-May-2016,JUN CHEN{+#} AND BALRAJ SINGH,2023-10-18,42cl
17,26,Cl,,,,,,0.0,,,(1/2+),3.13,,9,s,3.13,0.09,B-,100.0,,,,,,,,,,,,,7850.3002,62.086,2191.8495,62.1275,-13809.7908,128.5119,-11964.049,62.058,7399.0588,85.9098,13810.7339,61.9216,8323.8672,1.4386,42974063.7,66.407,-24159.51,61.859,N,1976.0,31-Mar-2015,BALRAJ SINGH AND JUN CHEN{+#},2023-10-18,43cl
17,27,Cl,,,,,,0.0,,,(2-),0.56,,11,s,0.56,0.11,B-,100.0,,B-N,8.0,,,,,,-0.5498,0.0004,,,12194.2869,85.5811,3459.5192,85.731,-14764.7,119.6316,-11274.737,85.725,4390.781,105.5845,15572.484,85.7107,8234.4788,1.9447,43978014.918,91.859,-20478.973,85.566,N,1979.0,31-Jul-2011,JUN CHEN and  BALRAJ SINGH AND JOHN A. CAMERON,2023-10-18,44cl
17,28,Cl,,,,,,0.0,,,(1/2+),413,,25,ms,0.413,0.025,B-,100.0,,B-N,24.0,4.0,,,,,,,,,11508.2568,136.1643,6339.3978,136.1726,-15707.6929,181.6027,-14922.544,329.455,5854.8891,160.8169,16347.2794,136.2633,8181.5991,3.0259,44980394.353,146.177,-18262.544,136.163,N,1979.0,30-Oct-2007,T. W. BURROWS,2023-10-18,45cl
17,29,Cl,,,,,,0.0,,,(2-),232,,2,ms,0.232,0.002,B-,100.0,,B-N,60.0,9.0,,,,,,,,,16036.3062,97.2766,7964.5344,97.2501,-17251.7068,135.9562,-14374.949,411.652,3543.7223,167.3254,17684.0,315.0,8080.7757,2.1141,45985254.926,104.4,-13734.949,97.249,N,1989.0,31-AUG-2012,BALRAJ SINGH,2023-10-18,46cl
17,30,Cl,,,,,,0.0,,,,101,,6,ms,0.101,0.006,B-,100.0,,B-N,3.0,,,,,,,,,,15787.0,200.0,12120.0,200.0,-17046.0,361.0,-16780.0,447.2,3917.0,223.0,17509.0,447.0,7992.0,4.0,46989715.0,215.0,-9580.0,200.0,Y,1989.0,20-Feb-2007,T. W. BURROWS,2023-10-18,47cl
17,31,Cl,,,,,,0.0,,,,,,,,,,B-,,,,,,,,,,,,,,18075.0,500.0,13016.0,500.0,-17815.0,640.0,-16670.0,707.1,2771.0,539.0,18770.0,640.0,7883.0,10.0,47995405.0,537.0,-4280.0,500.0,Y,1989.0,30-Nov-2021,JUN CHEN,2023-10-18,48cl
17,32,Cl,,,,,,0.0,,,,170,GE,,ns,1.7e-07,,B-,,,,,,,,,,,,,,17800.0,565.0,15023.0,400.0,-17646.0,640.0,-19651.0,707.0,3051.0,640.0,18939.0,640.0,7785.0,8.0,49000794.0,429.0,740.0,400.0,Y,1989.0,14-Jul-2008,T. W. Burrows{+a},2023-10-18,49cl
17,33,Cl,,,,,,0.0,,,,,,,,,,B-,100.0,,B-N,,,B-2N,,,,,,,,20930.0,640.0,16689.0,565.0,-17565.0,640.0,,,1111.0,565.0,19980.0,707.0,7651.0,8.0,50008266.0,429.0,7700.0,400.0,Y,2009.0,15-Apr-2019,Jun Chen and Balraj Singh,2023-10-18,50cl
17,34,Cl,,,,,,0.0,,,,,,,,,,B-,100.0,,,,,,,,,,,,,20780.0,806.0,19449.0,860.0,-16945.0,922.0,,,1481.0,806.0,,,7530.0,14.0,51015341.0,751.0,14290.0,700.0,Y,1990.0,1-Mar-2016,Wang Jimin and Huang Xiaolong,2023-10-18,51cl
17,35,Cl,,,,,,0.0,,,,,,,,,,B-,100.0,,B-6N,,,B-5N,,,,,,,,23739.0,922.0,20778.0,806.0,,,,,2.0,989.0,,,7386.0,13.0,52024004.0,751.0,22360.0,700.0,Y,2018.0,21-MAY-2021,BALRAJ SINGH,2023-10-18,52cl
18,12,Ar,,,,,,0.0,,,0+,10,LT,,ps,1e-11,,2P,100.0,,,,,,,,,,,,,,,,,-8034.0,626.0,17396.452,180.585,23969.0,474.0,-760.0,128.0,6866.0,6.0,30023694.0,192.0,22071.0,179.0,Y,2015.0,15-JAN-2016,BALRAJ SINGH,2023-10-18,30ar
18,13,Ar,,,,,,0.0,,,5/2+,15.0,,3,ms,0.015,0.0003,EC+B+,100.0,,B+P,68.3,0.3,B+2P,8.9,0.2,,,,,,-22935.0,361.0,,,-8590.0,447.0,18359.552,200.03,18817.0,268.0,638.0,201.0,7252.0,6.0,31012158.0,215.0,11325.0,200.0,Y,1986.0,24-Jun-2022,Jun Chen and Balraj Singh,2023-10-18,31ar
18,14,Ar,3.3468,0.0062,,,,0.0,,,0+,98,,2,ms,0.098,0.002,EC+B+,100.0,,ECP,35.58,0.22,,,,,,,,,-24190.0,400.0,-44532.0,300.0,-8698.4711,160.0098,11134.354,1.857,21597.0,200.0,2454.7709,3.8744,7700.0089,0.0553,31997637.824,1.9,-2200.352,1.77,N,1977.0,24-Aug-2011,CHRISTIAN OUELLET and  BALRAJ SINGH,2023-10-18,32ar
18,15,Ar,3.3438,0.0058,,,,0.0,,,1/2+,173.0,,20,ms,0.173,0.002,EC+B+,100.0,,ECP,38.7,1.0,,,,,-0.723,0.006,,,-16925.0,200.0,-39445.0,400.0,-8714.7873,13.0471,11619.045,0.56,15255.2606,1.8146,3338.5601,0.6899,7928.9559,0.0121,32989925.545,0.43,-9384.295,0.401,N,1964.0,31-Mar-2011,JUN CHEN AND BALRAJ SINGH,2023-10-18,33ar
18,16,Ar,3.3654,0.004,,,,0.0,,,0+,843.8,,4,ms,0.8438,0.0004,EC+B+,100.0,,,,,,,,,,,,,-17158.0,196.0,-33990.0,200.0,-6743.9542,0.2203,6061.793,0.092,17065.3159,0.408,4663.9237,0.3984,8197.6724,0.0023,33980270.092,0.083,-18378.293,0.078,N,1966.0,28-May-2012,NINEL NICA and  BALRAJ SINGH,2023-10-18,34ar
18,17,Ar,3.3636,0.0042,,,,0.0,,,3/2+,1.7756,,10,s,1.7756,0.001,EC+B+,100.0,,,,,,,,,0.632,0.0002,-0.084,0.015,-11874.3955,0.8516,-29898.0,196.0,-6429.6731,0.7179,5966.243,0.681,12740.314,0.6839,5896.174,0.6813,8327.4621,0.0194,34975257.719,0.73,-23047.289,0.68,N,1940.0,20-Oct-2011,JUN CHEN and  JOHN CAMERON AND BALRAJ SINGH,2023-10-18,35ar
18,18,Ar,3.3905,0.0023,0.3336,0.021,,0.0,,,0+,STABLE,,,,,,,,,,,,,,,,1.0,0.4,0.11,0.06,-12814.3607,0.3259,-27129.9671,0.513,-6640.921,0.027,-709.534,0.045,15255.5716,0.6808,8506.9817,0.0446,8519.9096,0.0008,35967545.106,0.028,-30231.542,0.027,N,1920.0,31-Dec-2011,NINEL NICA and  JOHN CAMERON AND BALRAJ SINGH,2023-10-18,36ar
18,19,Ar,3.3908,0.0022,,,,0.0,,,3/2+,35.011,,19,d,3024950.4,1641.6,EC,100.0,,,,,,,,,1.146,0.005,0.076,0.003,-6147.4775,0.227,-21601.8153,0.3852,-6786.7364,0.2066,813.873,0.213,8787.4546,0.2084,8714.6419,0.21,8527.1406,0.0056,36966776.301,0.221,-30947.679,0.207,N,1941.0,15-Jan-2012,JOHN CAMERON and  JUN CHEN AND BALRAJ SINGH and  NINEL NICA,2023-10-18,37ar
18,20,Ar,3.4028,0.0019,0.0629,0.007,,0.0,,,0+,STABLE,,,,,,,,,,,,,,,,0.48,0.24,,,-5914.0671,0.0448,-17985.9435,0.2164,-7208.0532,0.2,-4916.711,0.218,11838.466,0.2841,10242.2461,0.2017,8614.2807,0.0051,37962732.102,0.209,-34714.827,0.195,N,1934.0,30-Sep-2017,JUN CHEN,2023-10-18,38ar
18,21,Ar,3.4093,0.0031,,,,0.0,,,7/2-,268,,8,Y,8457256161.190656,252455407.796736,B-,100.0,,,,,,,,,-1.59,0.015,-0.116,0.002,565.0,5.0,-12512.7537,5.0038,-6820.9014,5.0002,-3441.977,5.291,6598.6867,5.0038,10733.0505,5.001,8562.5988,0.1282,38964313.037,5.367,-33242.195,5.0,N,1950.0,1-Jan-2018,JUN CHEN,2023-10-18,39ar
18,22,Ar,3.4274,0.0026,99.6035,0.025,,0.0,,,0+,STABLE,,,,,,,,,,,,,,,,-0.04,0.06,0.01,0.04,-1504.4031,0.0559,-9304.0227,0.004,-6800.675,0.1881,-7482.082,32.066,9869.0227,5.0,12528.6531,1.7321,8595.2594,0.0002,39962383.12204,0.00234,-35039.89997,0.00218,N,1920.0,30-Sep-2015,JUN CHEN,2023-10-18,40ar
18,23,Ar,3.4251,0.003,,,,0.0,,,7/2-,109.61,,4,m,6576.6,2.4,B-,100.0,,,,,,,,,-1.31,0.008,-0.042,0.004,2492.0392,0.3473,-7603.3308,0.3518,-8595.9996,0.3999,-5760.318,68.724,6098.9277,0.3473,12798.6622,32.0674,8534.3733,0.0085,40964500.57,0.372,-33067.51,0.347,N,1936.0,30-Sep-2015,C.D. Nesaraja and  E.A. McCutchan,2023-10-18,41ar
18,24,Ar,3.4414,0.0041,,,,0.0,,,0+,32.9,,11,Y,1038222864.5640768,34712618.5720512,B-,100.0,,,,,,,,,,,,,599.3527,5.7763,-6934.4473,5.7754,-9986.378,9.2083,-9590.908,59.895,9426.4865,5.7858,14404.4575,68.9657,8555.6141,0.1375,41963045.737,6.2,-34422.678,5.775,N,1952.0,31-May-2016,JUN CHEN{+#} AND BALRAJ SINGH,2023-10-18,42ar
18,25,Ar,3.4354,0.0039,,,,0.0,,,5/2(-),5.37,,6,m,322.2,3.6,B-,100.0,,,,,,,,,-1.022,0.006,0.142,0.014,4565.5836,5.3254,-5059.0981,5.3107,-11272.0549,50.2811,-7850.301,62.086,5658.4507,7.845,14467.012,59.8516,8488.2382,0.1235,42965636.056,5.7,-32009.811,5.31,N,1969.0,31-Mar-2015,BALRAJ SINGH AND JUN CHEN{+#},2023-10-18,43ar
18,26,Ar,3.4454,0.0046,,,,0.0,,,0+,11.87,,5,m,712.2,3.0,B-,100.0,,,,,,,,,,,,,3108.2375,1.6381,-4169.184,1.6357,-12260.3265,4.2854,-12194.287,85.581,8734.7676,5.5407,15802.7209,61.8788,8493.8411,0.036,43964923.814,1.7,-32673.26,1.584,N,1969.0,31-Jul-2011,JUN CHEN and  BALRAJ SINGH AND JOHN A. CAMERON,2023-10-18,44ar
18,27,Ar,,,,,,0.0,,,5/2- 7/2-,21.48,,15,s,21.48,0.15,B-,100.0,,,,,,,,,,,,,6844.8422,0.7311,-2060.6216,0.662,-13187.1372,4.1305,-11508.257,136.164,5168.859,1.6644,16580.7989,85.568,8419.9526,0.0114,44968039.731,0.55,-29770.801,0.512,N,1974.0,30-Oct-2007,T. W. BURROWS,2023-10-18,45ar
18,28,Ar,3.4377,0.0044,,,,0.0,,,0+,8.4,,6,s,8.4,0.6,B-,100.0,,,,,,,,,,,,,5642.6746,2.4394,-1226.9295,2.3864,-14558.4231,3.6376,-16036.306,97.277,8071.7717,2.3844,18797.6815,136.1833,8412.3835,0.0506,45968039.244,2.5,-29771.255,2.329,N,1974.0,15-Jul-2000,S. -C. WU,2023-10-18,46ar
18,29,Ar,,,,,,0.0,,,(3/2)-,1.23,,3,s,1.23,0.03,B-,100.0,,B-N,0.2,,,,,,,,,,10344.7078,1.849,1975.3375,1.4122,-15596.7293,5.1156,-15787.274,200.004,3667.3371,2.6248,18921.2963,97.2563,8311.425,0.0258,46972767.112,1.3,-25367.274,1.211,N,1985.0,20-Feb-2007,T. W. BURROWS,2023-10-18,47ar
18,30,Ar,,,,,,0.0,,,0+,416,,19,ms,0.416,0.019,B-,100.0,,B-N,38.0,6.0,,,,,,,,,9929.555,16.7847,5285.7367,16.825,-15575.6067,17.5596,-18074.927,500.281,5058.9711,16.8106,20063.0,201.0,8243.6656,0.3493,47976001.0,18.0,-22354.927,16.767,N,2004.0,30-Nov-2021,JUN CHEN,2023-10-18,48ar
18,31,Ar,,,,,,0.0,,,,170,,50,ms,0.17,0.05,B-,100.0,,B-N,65.0,20.0,,,,,,,,,12551.0,400.0,7153.0,400.0,-16145.0,500.0,-17800.0,565.6,2777.0,400.0,20069.0,640.0,8132.0,8.0,48981685.0,429.0,-17060.0,400.0,Y,1989.0,14-Jul-2008,T. W. Burrows{+a},2023-10-18,49ar
18,32,Ar,,,,,,0.0,,,0+,106,,6,ms,0.106,0.006,B-,100.0,,B-N,37.0,7.0,B-2N,,,,,,,,12498.0,500.0,8310.0,500.0,-16295.0,640.0,-20930.0,640.3,4241.0,640.0,21259.0,640.0,8054.0,10.0,49985797.0,537.0,-13230.0,500.0,Y,1989.0,15-Apr-2019,Jun Chen and Balraj Singh,2023-10-18,50ar
18,33,Ar,,,,,,0.0,,,,,,,,,,B-,100.0,,,,,,,,,,,,,16026.0,400.0,11167.0,400.0,-16115.0,565.0,-20780.0,806.2,1331.0,640.0,21478.0,565.0,7922.0,8.0,50993033.0,429.0,-6490.0,400.0,Y,1989.0,1-Mar-2016,Wang Jimin and Huang Xiaolong,2023-10-18,51ar
18,34,Ar,,,,,,0.0,,,0+,,,,,,,B-,100.0,,B-2N,,,B-3N,,,,,,,,15758.0,601.0,13065.0,600.0,-16194.0,781.0,,,2961.0,721.0,22959.0,922.0,7827.0,12.0,51998519.0,644.0,-1380.0,600.0,Y,2009.0,21-MAY-2021,BALRAJ SINGH,2023-10-18,52ar
18,35,Ar,,,,,,0.0,,,,620,GT,,ns,6.2e-07,,B-2N,,,B-N,,,B-,,,,,,,,19086.0,708.0,15857.0,699.0,-16025.0,910.0,,,-99.0,921.0,22858.0,989.0,7677.0,13.0,53007290.0,750.0,6791.0,699.0,Y,2009.0,15-MAY-2011,BALRAJ SINGH,2023-10-18,53ar
19,12,K,,,,,,0.0,,,,10,LT,,ps,1e-11,,P,100.0,,,,,,,,,,,,,,,,,,,,,,,-4900.0,349.0,6487.0,10.0,31036780.0,322.0,34260.0,300.0,Y,2019.0,24-Jun-2022,Jun Chen and Balraj Singh,2023-10-18,31k
19,14,K,,,,,,0.0,,,,25,LT,,ns,2.5e-08,,P,,,,,,,,,,,,,,-23489.0,447.0,,,-8907.0,275.0,16924.295,200.0,22521.0,447.0,-2452.0,200.0,7392.0,6.0,33008095.0,215.0,7540.0,200.0,Y,,31-Mar-2011,JUN CHEN AND BALRAJ SINGH,2023-10-18,33k
19,15,K,,,,,,0.0,,,,25,LT,,ns,2.5e-08,,P,,,,,,,,,,,,,,-16110.0,358.0,-40322.0,445.0,-8320.0,197.0,17158.293,196.0,16832.0,280.0,-875.0,196.0,7670.0,6.0,33998690.0,210.0,-1220.0,196.0,Y,,28-May-2012,NINEL NICA and  BALRAJ SINGH,2023-10-18,34k
19,16,K,,,,,,0.0,,,(3/2)+,178,,8,ms,0.178,0.008,EC+B+,100.0,,ECP,0.37,0.15,,,,,0.392,0.007,,,-16363.0,200.0,-34134.0,300.0,-6563.2566,3.4844,11874.396,0.851,18024.0,196.0,83.5716,0.5182,7965.8409,0.0146,34988005.406,0.55,-11172.893,0.512,N,1976.0,20-Oct-2011,JUN CHEN and  JOHN CAMERON AND BALRAJ SINGH,2023-10-18,35k
19,17,K,,,,,,0.0,,,2+,341,,3,ms,0.341,0.003,EC+B+,100.0,,ECP,0.048,0.014,ECA,0.0034,0.0013,,0.548,0.001,,,-10966.0155,40.0013,-30679.0,200.0,-6507.3916,0.6061,12814.36,0.32,14315.6064,0.6068,1658.8639,0.754,8142.2233,0.009,35981301.887,0.349,-17417.182,0.325,N,1967.0,31-Dec-2011,NINEL NICA and  JOHN CAMERON AND BALRAJ SINGH,2023-10-18,36k
19,18,K,,,,,,0.0,,,3/2+,1.225,,7,s,1.225,0.007,EC+B+,100.0,,,,,,,,,0.20321,6e-05,0.109,0.004,-11664.1314,0.6412,-26420.3532,40.0001,-6221.777,0.4019,6147.478,0.227,15454.3377,0.3381,1857.6301,0.09,8339.848,0.0025,36973375.89,0.1,-24800.201,0.094,N,1958.0,15-Jan-2012,JOHN CAMERON and  JUN CHEN AND BALRAJ SINGH and  NINEL NICA,2023-10-18,37k
19,19,K,3.4264,0.0051,,,,0.0,,,3+,7.651,,19,m,459.06,1.14,EC+B+,100.0,,,,,,,,,1.371,0.006,,,-6742.2563,0.0626,-23736.0078,0.6637,-6785.5898,0.2013,5914.067,0.276,12071.8765,0.2167,5142.0519,0.2843,8438.0593,0.0051,37969081.114,0.209,-28800.76,0.195,N,1937.0,30-Sep-2017,JUN CHEN,2023-10-18,38k
19,20,K,3.4349,0.0019,93.2581,0.0044,,0.0,,,3/2+,STABLE,,,,,,,,,,,,,,,,0.39147,8e-06,0.603,0.006,-6524.4888,0.5962,-19820.0101,0.1944,-7218.5796,0.0358,-565.0,5.0,13077.7537,0.1953,6381.3397,0.195,8557.0258,0.0003,38963706.48482,0.00489,-33807.19535,0.00456,N,1921.0,1-Jan-2018,JUN CHEN,2023-10-18,39k
19,21,K,3.4381,0.0028,0.0117,0.0001,,0.0,,,4-,1.248E+9,,3,Y,3.938304361629082e+16,94670777923776.0,B-,89.28,0.11,EC+B+,10.72,0.11,,,,,-1.29797,3e-05,-0.75,0.008,1310.9051,0.0596,-14324.1083,0.5988,-6438.4047,0.0665,1504.403,0.056,7799.6195,0.0559,7582.2725,5.0003,8538.0907,0.0014,39963998.165,0.06,-33535.497,0.056,N,1935.0,30-Sep-2015,JUN CHEN,2023-10-18,40k
19,22,K,3.4518,0.0055,6.7302,0.0044,,0.0,,,3/2+,STABLE,,,,,,,,,,,,,,,,0.214872,5e-06,0.734,0.007,-421.6406,0.1377,-8784.4649,0.0208,-6222.913,0.0519,-2492.039,0.347,10095.37,0.056,7808.6199,0.0031,8576.0731,0.0003,40961825.25611,0.00403,-35559.5488,0.00376,N,1921.0,30-Sep-2015,C.D. Nesaraja and  E.A. McCutchan,2023-10-18,41k
19,23,K,3.4517,0.007,,,,0.0,,,2-,12.355,,7,h,44478.0,25.2,B-,100.0,,,,,,,,,-1.1425,0.0006,,,3525.2626,0.1825,-7955.4406,0.1738,-7648.8307,0.1445,-599.353,5.776,7533.8,0.1061,9243.4922,0.3631,8551.2571,0.0025,41962402.305,0.113,-35022.031,0.106,N,1935.0,31-May-2016,JUN CHEN{+#} AND BALRAJ SINGH,2023-10-18,42k
19,24,K,3.4556,0.0086,,,,0.0,,,3/2+,22.3,,1,h,80280.0,360.0,B-,100.0,,,,,,,,,0.1633,0.0008,,,1833.4783,0.4687,-6099.4191,0.4359,-9200.0923,1.7799,-4565.583,5.326,9624.6817,0.4234,9441.6874,5.7899,8576.2204,0.0095,42960734.701,0.44,-36575.394,0.41,N,1949.0,31-Mar-2015,BALRAJ SINGH AND JUN CHEN{+#},2023-10-18,43k
19,25,K,3.4563,0.0101,,,,0.0,,,2-,22.13,,19,m,1327.8,11.4,B-,100.0,,,,,,,,,-0.856,0.004,,,5687.2319,0.5303,-5443.9432,0.4769,-10648.5952,32.0682,-3108.238,1.638,7277.4215,0.5862,11060.6581,5.3261,8546.7023,0.0095,43961586.984,0.45,-35781.498,0.419,N,1954.0,31-Jul-2011,JUN CHEN and  BALRAJ SINGH AND JOHN A. CAMERON,2023-10-18,44k
19,26,K,3.4605,0.0118,,,,0.0,,,3/2+,17.81,,61,m,1068.6,36.6,B-,100.0,,,,,,,,,0.1734,0.0008,,,4196.5868,0.6369,-3218.2318,0.6145,-11733.3678,68.7255,-6844.842,0.731,8905.4638,0.6692,11231.3543,1.6672,8554.6747,0.0116,44960691.491,0.56,-36615.643,0.522,N,1964.0,30-Oct-2007,T. W. BURROWS,2023-10-18,45k
19,27,K,3.4558,0.0126,,,,0.0,,,(2-),105,,10,s,105.0,10.0,B-,100.0,,,,,,,,,-1.051,0.006,,,7725.6802,2.349,-2673.0173,0.8133,-13007.0756,59.6201,-5642.674,2.44,6869.6041,0.8944,12932.0993,0.889,8518.0428,0.0158,45961981.584,0.78,-35413.929,0.727,N,1965.0,15-Jul-2000,S. -C. WU,2023-10-18,46k
19,28,K,3.4534,0.0138,,,,0.0,,,1/2+,17.50,,24,s,17.5,0.24,B-,100.0,,,,,,,,9/2,1.933,0.009,,,6632.6837,2.6237,-643.6901,2.6348,-13977.3871,61.8743,-10344.708,1.849,8369.3703,1.5749,13229.6979,2.7157,8514.8795,0.0297,46961661.612,1.5,-35711.982,1.397,N,1964.0,20-Feb-2007,T. W. BURROWS,2023-10-18,47k
19,29,K,,,,,,0.0,,,1(-),6.8,,2,s,6.8,0.2,B-,100.0,,B-N,1.14,0.15,,,,,,,,,11940.3857,0.7734,1988.8654,2.3515,-14230.4245,85.5699,-9929.555,16.785,4643.8184,1.5969,14206.1791,1.4367,8434.2324,0.0161,47965341.184,0.83,-32284.482,0.773,N,1972.0,30-Nov-2021,JUN CHEN,2023-10-18,48k
19,30,K,,,,,,0.0,,,(1/2+ 3/2+),1.26,,5,s,1.26,0.05,B-,100.0,,B-N,86.0,9.0,,,,,1.3386,0.0008,,,11688.5069,0.8205,6542.0539,0.8013,-13773.8671,136.1657,-12551.496,400.001,5398.3318,1.1133,14545.5398,16.786,8372.2753,0.0164,48968210.753,0.86,-29611.496,0.801,N,1972.0,28-FEB-2011,BALRAJ SINGH,2023-10-18,49k
19,31,K,,,,,,0.0,,,0(-),472,,4,ms,0.472,0.004,B-,100.0,,B-N,29.0,3.0,B-2N,,,,,,,,13861.3774,7.8919,7500.8319,7.7334,-14417.8198,97.5556,-12497.853,500.06,4187.675,7.7728,15957.0,400.0,8288.5833,0.1546,49972380.015,8.3,-25727.853,7.731,N,1972.0,15-Apr-2019,Jun Chen and Balraj Singh,2023-10-18,50k
19,32,K,,,,,,0.0,,,3/2+,365,,5,ms,0.365,0.005,B-,100.0,,B-N,65.0,8.0,,,,,0.513,0.002,,,13816.8529,13.0517,9002.4553,13.1371,-15360.0,201.0,-16025.457,400.213,4858.9221,15.1608,16574.0,500.0,8221.335,0.2557,50975828.664,14.0,-22515.457,13.041,N,1983.0,1-Mar-2016,Wang Jimin and Huang Xiaolong,2023-10-18,51k
19,33,K,,,,,,0.0,,,(2-),110,,6,ms,0.11,0.006,B-,100.0,,B-N,74.0,9.0,B-2N,2.3,0.3,,,,,,17128.6431,33.5405,11123.3631,33.5378,-15282.0,501.0,-15757.628,600.936,2693.4898,35.9804,17937.0,401.0,8115.0303,0.6449,51981602.0,36.0,-17137.628,33.534,N,1983.0,10-Jul-2015,YANG DONG and  HUO JUNDE,2023-10-18,52k
19,34,K,,,,,,0.0,,,(3/2+),30,,5,ms,0.03,0.005,B-,100.0,,B-N,67.0,,B-2N,17.0,,,,,,,17091.9853,120.0471,13899.2313,111.7813,-15460.0,415.0,-19086.722,707.881,3229.4117,116.701,18205.0,610.0,8022.8488,2.109,52986800.0,120.0,-12295.722,111.779,N,1983.0,31-Mar-2007,HUO JUNDE,2023-10-18,53k
19,35,K,,,,,,0.0,,,2-,10,,5,ms,0.01,0.005,B-,100.0,,B-2N,,,B-N,,,,,,,,20010.0,403.0,16166.0,402.0,-15275.0,565.0,,,926.0,415.0,19230.0,805.0,7891.0,7.0,53994471.0,429.0,-5150.0,400.0,Y,1983.0,20-Jun-2014,YANG DONG and  HUO JUNDE,2023-10-18,54k
19,36,K,,,,,,0.0,,,(3/2+),,,,,,,B-,100.0,,B-N,,,B-4N,,,,,,,,19121.0,525.0,17560.0,503.0,-16245.0,860.0,,,2451.0,640.0,19379.0,944.0,7792.0,9.0,55000505.0,537.0,470.0,500.0,Y,2009.0,30-Apr-2022,Balraj Singh,2023-10-18,55k
19,37,K,,,,,,0.0,,,,,,,,,,B-,100.0,,B-N,,,B-2N,,,,,,,,21491.0,650.0,18559.0,621.0,-16804.0,922.0,,,562.0,781.0,,,7663.0,11.0,56008567.0,644.0,7980.0,600.0,Y,2009.0,25-Mar-2022,Balraj Singh,2023-10-18,56k
20,14,Ca,,,,,,0.0,,,0+,35,LT,,ns,3.5e-08,,P,,,2P,,,,,,,,,,,,,,,-9606.0,349.0,16110.0,358.3,24211.0,500.0,-61.0,361.0,7173.0,9.0,34015985.0,322.0,14890.0,300.0,Y,,28-May-2012,NINEL NICA and  BALRAJ SINGH,2023-10-18,34ca
20,15,Ca,,,,,,0.0,,,(1/2+),25.7,,2,ms,0.0257,0.0002,EC+B+,100.0,,ECP,95.9,1.4,EC2P,4.1,0.6,,,,,,-21910.0,447.0,,,-8560.0,283.0,16362.893,200.001,17771.0,361.0,878.0,280.0,7476.0,6.0,35005572.0,215.0,5190.0,200.0,Y,1985.0,20-Oct-2011,JUN CHEN and  JOHN CAMERON AND BALRAJ SINGH,2023-10-18,35ca
20,16,Ca,,,,,,0.0,,,0+,101.2,,20,ms,0.1012,0.002,EC+B+,100.0,,ECP,51.2,1.0,,,,,,,,,-22601.0,303.0,-41622.0,402.0,-6675.7297,40.0391,10966.016,40.001,19713.0,204.0,2567.2439,40.0033,7815.8799,1.1111,35993074.388,42.941,-6451.166,40.0,N,1977.0,31-Dec-2011,NINEL NICA and  JOHN CAMERON AND BALRAJ SINGH,2023-10-18,36ca
20,17,Ca,,,,,,0.0,,,(3/2+),181.1,,10,ms,0.1811,0.001,EC+B+,100.0,,ECP,82.1,0.7,,,,,,,,,-16916.0,300.0,-37358.0,300.0,-6176.6909,0.7502,11664.131,0.641,14756.2218,40.005,3007.8594,0.7128,8003.4567,0.0171,36985897.849,0.68,-13136.07,0.634,N,1964.0,15-Jan-2012,JOHN CAMERON and  JUN CHEN AND BALRAJ SINGH and  NINEL NICA,2023-10-18,37ca
20,18,Ca,,,,,,0.0,,,0+,443.76,,35,ms,0.44376,0.00035,EC+B+,100.0,,,,,,,,,,,,,-17809.0,200.0,-33910.0,300.0,-6105.1265,0.2093,6742.257,0.275,16993.7515,0.6634,4547.2731,0.2159,8240.0434,0.0051,37976319.223,0.208,-22058.503,0.194,N,1966.0,30-Sep-2017,JUN CHEN,2023-10-18,38ca
